timestamp,resource_id,service,cost_per_hour,total_cost,data_transfer_gb,storage_gb
2026-02-25T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.076115,0.0006,500
2026-02-25T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.153008,0.0005,500
2026-02-25T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.229901,0.0003,500
2026-02-25T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.306795,0.0002,500
2026-02-25T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.383688,0.0004,500
invalid-date,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.460581,0.0008,500
2026-02-25T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.537474,0.0008,500
2026-02-25T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.614367,0.001,500
2026-02-25T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.69126,0.0011,500
2026-02-25T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.768153,0.0013,500
2026-02-25T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.845047,0.0017,500
2026-02-25T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.92194,0.0019,500
2026-02-26T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,2.998833,0.0016,500
2026-02-26T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.075726,0.0018,500
2026-02-26T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.152619,0.0016,500
2026-02-26T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.229512,0.0023,500
2026-02-26T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.306405,0.0018,500
2026-02-26T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.383299,0.0016,500
2026-02-26T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.460192,0.0014,500
2026-02-26T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.537085,0.0014,500
2026-02-26T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.613978,0.0012,500
2026-02-26T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.690871,0.0007,500
2026-02-26T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.767764,0.0007,500
2026-02-26T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.844658,0.0008,500
2026-02-26T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.921551,0.0005,500
2026-02-26T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,3.998444,0.0003,500
2026-02-26T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.075337,0.0007,500
2026-02-26T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.15223,0.0002,500
2026-02-26T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.229123,0.0001,500
2026-02-26T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.306016,0.001,500
2026-02-26T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.38291,0.0006,500
2026-02-26T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.459803,0.0001,500
2026-02-26T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.536696,0.001,500
2026-02-26T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.613589,0.0012,500
2026-02-26T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.690482,0.0017,500
2026-02-26T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.767375,0.0018,500
2026-02-27T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.844268,0.0023,500
2026-02-27T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.921162,0.0018,500
2026-02-27T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,4.998055,0.0015,500
2026-02-27T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.074948,0.0019,500
2026-02-27T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.151841,0.0018,500
2026-02-27T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.228734,0.0015,500
2026-02-27T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.305627,0.0009,500
2026-02-27T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.382521,0.001,500
2026-02-27T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.459414,0.0012,500
2026-02-27T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.536307,0.0009,500
2026-02-27T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.6132,0.0012,500
2026-02-27T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,,5.690093,0.0008,500
2026-02-27T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.766986,0.0007,500
2026-02-27T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.843879,0.0004,500
2026-02-27T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.920773,0.0001,500
2026-02-27T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,5.997666,0.0003,500
2026-02-27T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.074559,0.0004,500
2026-02-27T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.151452,0.0013,500
2026-02-27T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.228345,0.0006,500
2026-02-27T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.305238,0.001,500
2026-02-27T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.382132,0.001,500
2026-02-27T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.459025,0.0017,500
2026-02-27T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.535918,0.0014,500
2026-02-27T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.612811,0.0026,500
2026-02-28T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.689704,0.0007,500
2026-02-28T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.766597,0.0009,500
2026-02-28T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.84349,0.0009,500
2026-02-28T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.920384,0.0013,500
2026-02-28T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,6.997277,0.0014,500
2026-02-28T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.07417,0.0015,500
2026-02-28T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.151063,0.0008,500
2026-02-28T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.227956,0.001,500
2026-02-28T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.304849,0.0007,500
2026-02-28T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.381742,0.0001,500
2026-02-28T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.458636,0.0002,500
2026-02-28T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.535529,0.0005,500
2026-02-28T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.612422,0.0007,500
2026-02-28T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.689315,0.0001,500
2026-02-28T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.766208,0.0001,500
2026-02-28T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.843101,0.0001,500
2026-02-28T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.919995,0.0002,500
2026-02-28T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,7.996888,0.0016,500
2026-02-28T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.073781,0.0008,500
2026-02-28T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.150674,0.0004,500
2026-02-28T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.227567,0.0012,500
2026-02-28T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.30446,0.0005,500
2026-02-28T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.381353,0.001,500
2026-02-28T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.458247,0.0004,500
2026-03-01T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.53514,0.0012,500
2026-03-01T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.612033,0.0012,500
2026-03-01T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.688926,0.001,500
2026-03-01T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.765819,0.0009,500
2026-03-01T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.842712,0.001,500
2026-03-01T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,-0.0084,8.919605,0.0005,500
2026-03-01T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,8.996499,0.0009,500
2026-03-01T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.073392,0.0003,500
2026-03-01T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.150285,0.0004,500
2026-03-01T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.227178,0.0005,500
2026-03-01T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.304071,0.0001,500
2026-03-01T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.380964,0.0004,500
2026-03-01T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.457858,0.0004,500
2026-03-01T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.534751,0.0008,500
2026-03-01T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.611644,0.0001,500
2026-03-01T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.688537,0.0003,500
2026-03-01T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.76543,0.0002,500
2026-03-01T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.842323,0.0005,500
2026-03-01T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.919216,0.0002,500
2026-03-01T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,9.99611,0.0003,500
2026-03-01T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.073003,0.0008,500
2026-03-01T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.149896,0.0002,500
2026-03-01T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.226789,0.0009,500
2026-03-01T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.303682,0.0004,500
2026-03-02T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.380575,0.0013,500
2026-03-02T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.457468,0.0024,500
2026-03-02T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.534362,0.0025,500
2026-03-02T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.611255,0.0023,500
2026-03-02T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.688148,0.0019,500
2026-03-02T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.765041,0.002,500
2026-03-02T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.841934,0.0019,500
2026-03-02T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.918827,0.0012,500
2026-03-02T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,10.995721,0.0014,500
2026-03-02T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.072614,0.0009,500
2026-03-02T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.149507,0.0005,500
2026-03-02T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.2264,0.001,500
2026-03-02T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.303293,0.001,500
2026-03-02T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.380186,0.0004,500
2026-03-02T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.457079,0.0004,500
2026-03-02T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.533973,0.0005,500
2026-03-02T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.610866,0.0004,500
2026-03-02T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.687759,0.0006,500
2026-03-02T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.764652,0.0005,500
2026-03-02T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.841545,0.0007,500
2026-03-02T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.918438,0.0011,500
2026-03-02T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,11.995332,0.0012,500
2026-03-02T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.072225,0.0018,500
2026-03-02T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.149118,0.0013,500
2026-03-03T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.226011,0.0015,500
2026-03-03T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.302904,0.0014,500
2026-03-03T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.379797,0.0017,500
2026-03-03T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.45669,0.0017,500
2026-03-03T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.533584,0.002,500
2026-03-03T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.610477,0.0013,500
2026-03-03T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.68737,0.0019,500
2026-03-03T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.764263,0.0012,500
2026-03-03T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.841156,0.0009,500
2026-03-03T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.918049,0.0009,500
2026-03-03T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,12.994942,0.0004,500
2026-03-03T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.071836,0.0012,500
2026-03-03T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.148729,0.0005,500
2026-03-03T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.225622,0.0003,500
2026-03-03T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.302515,0.0004,500
2026-03-03T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.379408,0.0003,500
2026-03-03T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.456301,0.0002,500
2026-03-03T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.533195,0.0001,500
2026-03-03T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.610088,0.0003,500
2026-03-03T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.686981,0.0008,500
2026-03-03T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.763874,0.001,500
2026-03-03T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.840767,0.0014,500
2026-03-03T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.91766,0.0019,500
2026-03-03T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,13.994553,0.0013,500
2026-03-04T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.071447,0.0021,500
2026-03-04T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.14834,0.0018,500
2026-03-04T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.225233,0.002,500
2026-03-04T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.302126,0.0016,500
2026-03-04T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.379019,0.0016,500
2026-03-04T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.455912,0.0021,500
2026-03-04T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.532805,0.0021,500
2026-03-04T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.609699,0.0013,500
2026-03-04T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.686592,0.0013,500
2026-03-04T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.763485,0.0007,500
2026-03-04T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.840378,0.0005,500
2026-03-04T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.917271,0.0008,500
2026-03-04T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,14.994164,0.0009,500
2026-03-04T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,Compute Engine,0.0084,15.071058,0.0001,500
