timestamp,user_id,action,resource_id,region,status,error_code,source_ip
2026-02-24T10:31:46,user_005,get_object,projects/cloudguard-demo/zones/us-central1-a/instances/instance-87fa595e,us-west-2,Success,,10.101.214.57
2026-02-24T10:32:17,user_010,describe_instances,i-fc67dbc4cded4d60a,us-east-1,Success,,10.71.52.174
2026-02-24T10:32:25,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,ap-southeast-1,Success,,185.219.36.156
2026-02-24T10:32:45,user_003,create_security_group,/subscriptions/sub-abc/resourceGroups/rg-6e8b54/providers/Microsoft.Compute/virtualMachines/vm-6e8b5441,eu-west-1,Success,,185.219.36.156
2026-02-24T10:33:23,user_003,create_security_group,i-e1a9b8aa63434dfc9,sa-east-1,Success,,185.219.36.156
2026-02-24T10:33:40,user_005,put_object,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,us-west-2,Success,,10.22.235.138
2026-02-24T10:33:56,user_011,get_object,projects/cloudguard-demo/zones/us-central1-a/instances/instance-0c8209b4,eu-west-1,Success,,10.57.12.190
2026-02-24T10:35:56,user_001,put_bucket_policy,i-e944dfb6ef6a4660b,ap-southeast-1,Success,,10.140.125.58
2026-02-24T10:36:07,user_011,describe_security_groups,i-019200d7afa04c45a,ap-southeast-1,Success,,10.140.125.58
2026-02-24T10:37:10,user_008,stop_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-a837c92c,us-east-1,Success,,10.194.49.92
2026-02-24T10:37:40,user_002,start_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-8829100e,eu-west-1,Success,,10.44.216.9
2026-02-24T10:40:11,user_009,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-23efba2c,us-east-1,Success,,10.22.235.138
2026-02-24T10:41:22,user_010,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-297247fa,ap-southeast-1,Success,,10.57.12.190
2026-02-24T10:41:35,user_003,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-b958a5ba,us-west-2,Success,,185.219.36.156
2026-02-24T10:42:19,user_001,stop_instance,i-e207457cc51f4edb8,ap-southeast-1,Success,,10.172.52.24
2026-02-24T10:42:31,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,us-west-2,Success,,185.219.36.156
2026-02-24T10:43:39,user_004,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-67cd5a/providers/Microsoft.Compute/virtualMachines/vm-67cd5ae9,us-west-2,Success,,10.79.110.246
2026-02-24T10:43:53,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-6e8b54/providers/Microsoft.Compute/virtualMachines/vm-6e8b5441,sa-east-1,Failed,AccessDenied,185.219.36.156
2026-02-24T10:43:54,user_011,start_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-631739b1,sa-east-1,Success,,10.101.214.57
2026-02-24T10:44:16,user_003,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,us-east-1,Success,,185.219.36.156
2026-02-24T10:44:32,user_001,stop_instance,i-d03dd7941f874e879,eu-west-1,Success,,10.57.12.190
2026-02-24T10:44:54,user_010,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-95d46e/providers/Microsoft.Compute/virtualMachines/vm-95d46e2f,sa-east-1,Success,,10.57.12.190
2026-02-24T10:45:37,user_001,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-817fc464,us-east-1,Success,,10.140.125.58
2026-02-24T10:46:50,user_001,describe_instances,i-a5441d6e174544c38,us-west-2,Success,,10.119.13.144
2026-02-24T10:48:16,user_003,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-6ac5c639,sa-east-1,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T10:48:18,user_002,start_instance,i-fc26e047ea114e4b9,sa-east-1,Success,,10.119.13.144
2026-02-24T10:49:23,user_006,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,sa-east-1,Success,,10.79.110.246
2026-02-24T10:49:44,user_003,create_security_group,/subscriptions/sub-abc/resourceGroups/rg-94f2de/providers/Microsoft.Compute/virtualMachines/vm-94f2de56,af-south-1,Success,,185.219.36.156
2026-02-24T10:50:00,user_005,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-145a78/providers/Microsoft.Compute/virtualMachines/vm-145a78e1,ap-southeast-1,Success,,10.172.52.24
2026-02-24T10:50:04,user_004,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-de67bf/providers/Microsoft.Compute/virtualMachines/vm-de67bf96,ap-southeast-1,Success,,10.79.110.246
2026-02-24T10:50:06,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-631739b1,sa-east-1,Success,,185.219.36.156
2026-02-24T10:50:11,user_009,put_object,/subscriptions/sub-abc/resourceGroups/rg-6e8b54/providers/Microsoft.Compute/virtualMachines/vm-6e8b5441,ap-southeast-1,Success,,10.71.52.174
2026-02-24T10:50:49,user_004,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-d2e8b427,us-west-2,Success,,10.101.214.57
2026-02-24T10:50:51,user_003,describe_instances,i-a08ae1ca4e174374b,us-east-1,Success,,185.219.36.156
2026-02-24T10:51:11,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-f0793bae,af-south-1,Success,,185.219.36.156
2026-02-24T10:51:57,user_006,put_object,/subscriptions/sub-abc/resourceGroups/rg-3d90d0/providers/Microsoft.Compute/virtualMachines/vm-3d90d09b,ap-southeast-1,Success,,10.101.214.57
2026-02-24T10:52:10,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-8c36db4c,ap-east-1,Success,,185.219.36.156
2026-02-24T10:52:31,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-0c8209b4,ap-east-1,Success,,185.219.36.156
2026-02-24T10:53:26,user_005,describe_instances,i-697cca25544943b0a,eu-west-1,Success,,10.172.52.24
2026-02-24T10:53:46,user_011,stop_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-a837c92c,sa-east-1,Success,,10.101.214.57
2026-02-24T10:54:16,user_003,create_security_group,/subscriptions/sub-abc/resourceGroups/rg-6e8b54/providers/Microsoft.Compute/virtualMachines/vm-6e8b5441,eu-west-1,Success,,185.219.36.156
2026-02-24T10:54:43,user_005,describe_instances,i-5f545a92afe640398,us-west-2,Success,,10.79.110.246
2026-02-24T10:54:47,user_003,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,af-south-1,Failed,AccessDenied,185.219.36.156
2026-02-24T10:54:50,user_009,get_object,projects/cloudguard-demo/zones/us-central1-a/instances/instance-297247fa,ap-southeast-1,Success,,10.22.235.138
2026-02-24T10:55:11,user_010,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,eu-west-1,Success,,10.44.216.9
2026-02-24T10:55:32,user_009,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-23efba2c,ap-southeast-1,Success,,10.229.142.208
2026-02-24T10:56:23,user_008,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-297247fa,us-west-2,Success,,10.57.12.190
2026-02-24T10:56:27,user_007,describe_instances,i-f350a3eecc2449f1b,ap-southeast-1,Success,,10.71.52.174
2026-02-24T10:56:28,user_003,launch_instance,i-e207457cc51f4edb8,ap-east-1,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T10:57:03,user_006,stop_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-6ac5c639,ap-southeast-1,Success,,10.172.52.24
2026-02-24T10:57:08,user_003,launch_instance,i-5de2effb55004069a,us-east-1,Success,,185.219.36.156
2026-02-24T10:57:39,user_010,put_bucket_policy,i-e1a9b8aa63434dfc9,us-west-2,Success,,10.176.135.207
2026-02-24T10:57:51,user_003,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-b958a5ba,af-south-1,Failed,AccessDenied,185.219.36.156
2026-02-24T10:57:59,user_011,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-39ee5455,sa-east-1,Success,,10.15.47.56
2026-02-24T10:58:16,user_007,put_bucket_policy,projects/cloudguard-demo/zones/us-central1-a/instances/instance-a837c92c,us-east-1,Success,,10.44.216.9
2026-02-24T10:58:37,user_003,create_access_key,i-e330f507871143628,us-east-1,Success,,185.219.36.156
2026-02-24T10:59:07,user_002,describe_instances,i-fc26e047ea114e4b9,ap-southeast-1,Success,,10.15.47.56
2026-02-24T10:59:45,user_006,describe_instances,i-a08ae1ca4e174374b,sa-east-1,Success,,10.194.49.92
2026-02-24T11:00:03,user_006,get_object,i-3d6d2545b5214158b,eu-west-1,Success,,10.140.125.58
2026-02-24T11:00:08,user_006,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-23efba2c,us-west-2,Success,,10.140.125.58
2026-02-24T11:00:17,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-378f71/providers/Microsoft.Compute/virtualMachines/vm-378f71df,eu-west-1,Success,,185.219.36.156
2026-02-24T11:01:33,user_002,describe_security_groups,projects/cloudguard-demo/zones/us-central1-a/instances/instance-bb7f70b0,sa-east-1,Success,,10.15.47.56
2026-02-24T11:01:52,user_003,create_security_group,/subscriptions/sub-abc/resourceGroups/rg-9c6bf5/providers/Microsoft.Compute/virtualMachines/vm-9c6bf5d8,us-west-2,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T11:02:33,user_007,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-87fa595e,ap-southeast-1,Success,,10.119.13.144
2026-02-24T11:02:38,user_003,launch_instance,i-557657492f4c4e868,us-east-1,Success,,185.219.36.156
2026-02-24T11:02:43,user_010,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-cc35ae/providers/Microsoft.Compute/virtualMachines/vm-cc35ae8b,us-west-2,Success,,10.229.142.208
2026-02-24T11:02:53,user_004,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-3d90d0/providers/Microsoft.Compute/virtualMachines/vm-3d90d09b,eu-west-1,Success,,10.101.214.57
2026-02-24T11:03:11,user_010,put_bucket_policy,i-5de2effb55004069a,sa-east-1,Success,,10.229.142.208
2026-02-24T11:03:51,user_009,get_object,i-e330f507871143628,ap-southeast-1,Success,,10.44.216.9
2026-02-24T11:03:52,user_008,describe_instances,i-5f545a92afe640398,ap-southeast-1,Success,,10.15.47.56
2026-02-24T11:03:53,user_009,start_instance,i-e944dfb6ef6a4660b,sa-east-1,Success,,10.101.214.57
2026-02-24T11:04:04,user_003,create_security_group,i-019200d7afa04c45a,us-west-2,Success,,185.219.36.156
2026-02-24T11:04:55,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,ap-east-1,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T11:05:16,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-9c6bf5/providers/Microsoft.Compute/virtualMachines/vm-9c6bf5d8,af-south-1,Success,,185.219.36.156
2026-02-24T11:05:33,user_004,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-f1840c/providers/Microsoft.Compute/virtualMachines/vm-f1840cbf,ap-southeast-1,Success,,10.229.142.208
2026-02-24T11:06:08,user_009,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-f0793bae,us-west-2,Success,,10.229.142.208
2026-02-24T11:06:12,user_001,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-e974b951,sa-east-1,Success,,10.172.52.24
2026-02-24T11:06:25,user_009,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-43ce05/providers/Microsoft.Compute/virtualMachines/vm-43ce05d6,sa-east-1,Success,,10.119.13.144
2026-02-24T11:06:54,user_001,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-67cd5a/providers/Microsoft.Compute/virtualMachines/vm-67cd5ae9,ap-southeast-1,Success,,10.101.214.57
2026-02-24T11:06:58,user_007,put_bucket_policy,/subscriptions/sub-abc/resourceGroups/rg-3a9d38/providers/Microsoft.Compute/virtualMachines/vm-3a9d3826,eu-west-1,Success,,10.140.125.58
2026-02-24T11:07:00,user_011,start_instance,/subscriptions/sub-abc/resourceGroups/rg-ef1881/providers/Microsoft.Compute/virtualMachines/vm-ef1881ee,sa-east-1,Success,,10.79.110.246
2026-02-24T11:07:42,user_001,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-f1840c/providers/Microsoft.Compute/virtualMachines/vm-f1840cbf,us-west-2,Success,,10.176.135.207
2026-02-24T11:07:57,user_006,stop_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-b958a5ba,us-west-2,Success,,10.229.142.208
2026-02-24T11:08:01,user_008,start_instance,i-fc26e047ea114e4b9,sa-east-1,Success,,10.57.12.190
2026-02-24T11:08:36,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-94f2de/providers/Microsoft.Compute/virtualMachines/vm-94f2de56,ap-east-1,Success,,185.219.36.156
2026-02-24T11:09:11,user_003,launch_instance,i-a5441d6e174544c38,sa-east-1,Success,,185.219.36.156
2026-02-24T11:09:26,user_003,launch_instance,i-e944dfb6ef6a4660b,ap-east-1,Success,,185.219.36.156
2026-02-24T11:09:56,user_011,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-67cd5a/providers/Microsoft.Compute/virtualMachines/vm-67cd5ae9,ap-southeast-1,Success,,10.229.142.208
2026-02-24T11:10:02,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-94f2de/providers/Microsoft.Compute/virtualMachines/vm-94f2de56,sa-east-1,Success,,185.219.36.156
2026-02-24T11:11:11,user_003,launch_instance,i-3d6d2545b5214158b,ap-southeast-1,Success,,185.219.36.156
2026-02-24T11:11:13,user_001,stop_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-bb7f70b0,us-west-2,Success,,10.140.125.58
2026-02-24T11:11:22,user_003,launch_instance,i-fc26e047ea114e4b9,eu-west-1,Success,,185.219.36.156
2026-02-24T11:11:32,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-b958a5ba,ap-southeast-1,Success,,185.219.36.156
2026-02-24T11:11:49,user_003,assume_role,projects/cloudguard-demo/zones/us-central1-a/instances/instance-b958a5ba,af-south-1,Success,,185.219.36.156
2026-02-24T11:12:06,user_010,create_security_group,/subscriptions/sub-abc/resourceGroups/rg-67cd5a/providers/Microsoft.Compute/virtualMachines/vm-67cd5ae9,ap-southeast-1,Success,,10.15.47.56
2026-02-24T11:13:21,user_008,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-de67bf/providers/Microsoft.Compute/virtualMachines/vm-de67bf96,us-east-1,Success,,10.140.125.58
2026-02-24T11:13:50,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-378f71/providers/Microsoft.Compute/virtualMachines/vm-378f71df,ap-southeast-1,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T11:14:01,user_001,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-817fc464,us-west-2,Success,,10.194.49.92
2026-02-24T11:15:07,user_010,put_bucket_policy,/subscriptions/sub-abc/resourceGroups/rg-3d90d0/providers/Microsoft.Compute/virtualMachines/vm-3d90d09b,ap-southeast-1,Success,,10.140.125.58
2026-02-24T11:15:14,user_003,create_security_group,i-e207457cc51f4edb8,sa-east-1,Success,,185.219.36.156
2026-02-24T11:15:31,user_003,launch_instance,i-697cca25544943b0a,us-east-1,Failed,AccessDenied,185.219.36.156
2026-02-24T11:16:07,user_004,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-0c8209b4,ap-southeast-1,Success,,10.3.81.179
2026-02-24T11:18:09,user_003,launch_instance,projects/cloudguard-demo/zones/us-central1-a/instances/instance-0c8209b4,eu-west-1,Success,,185.219.36.156
2026-02-24T11:19:05,user_003,assume_role,i-697cca25544943b0a,ap-southeast-1,Success,,185.219.36.156
2026-02-24T11:19:51,user_006,describe_instances,i-557657492f4c4e868,sa-east-1,Success,,10.101.214.57
2026-02-24T11:20:21,user_001,put_bucket_policy,i-fc26e047ea114e4b9,eu-west-1,Success,,10.44.216.9
2026-02-24T11:20:38,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-378f71/providers/Microsoft.Compute/virtualMachines/vm-378f71df,sa-east-1,Failed,UnauthorizedOperation,185.219.36.156
2026-02-24T11:20:49,user_009,describe_instances,i-557657492f4c4e868,us-east-1,Success,,10.172.52.24
2026-02-24T11:20:52,user_010,describe_instances,i-3d6d2545b5214158b,sa-east-1,Success,,10.57.12.190
2026-02-24T11:20:54,user_003,launch_instance,i-fc26e047ea114e4b9,ap-east-1,Success,,185.219.36.156
2026-02-24T11:21:39,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-afa406/providers/Microsoft.Compute/virtualMachines/vm-afa406ef,sa-east-1,Success,,185.219.36.156
2026-02-24T11:21:44,user_003,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-631739b1,us-east-1,Success,,185.219.36.156
2026-02-24T11:21:57,user_003,create_access_key,/subscriptions/sub-abc/resourceGroups/rg-cc35ae/providers/Microsoft.Compute/virtualMachines/vm-cc35ae8b,us-west-2,Success,,185.219.36.156
2026-02-24T11:22:38,user_003,assume_role,projects/cloudguard-demo/zones/us-central1-a/instances/instance-0c8209b4,ap-east-1,Success,,185.219.36.156
2026-02-24T11:22:43,user_004,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-817fc464,eu-west-1,Success,,10.3.81.179
2026-02-24T11:24:00,user_007,describe_instances,i-bea5dace26704cf1a,eu-west-1,Success,,10.216.174.72
2026-02-24T11:24:17,user_011,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-de67bf/providers/Microsoft.Compute/virtualMachines/vm-de67bf96,us-west-2,Success,,10.22.235.138
2026-02-24T11:24:38,user_010,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-cfe59f08,us-east-1,Success,,10.119.13.144
2026-02-24T11:24:43,user_010,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-afa406/providers/Microsoft.Compute/virtualMachines/vm-afa406ef,us-east-1,Success,,10.172.52.24
2026-02-24T11:25:00,user_003,launch_instance,/subscriptions/sub-abc/resourceGroups/rg-74e874/providers/Microsoft.Compute/virtualMachines/vm-74e87422,sa-east-1,Success,,185.219.36.156
2026-02-24T11:25:17,user_007,describe_instances,i-a5441d6e174544c38,eu-west-1,Success,,10.79.110.246
2026-02-24T11:26:13,user_010,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-8829100e,eu-west-1,Success,,10.119.13.144
2026-02-24T11:28:15,user_008,put_object,projects/cloudguard-demo/zones/us-central1-a/instances/instance-a837c92c,us-west-2,Success,,10.194.49.92
2026-02-24T11:28:44,user_008,start_instance,/subscriptions/sub-abc/resourceGroups/rg-74e874/providers/Microsoft.Compute/virtualMachines/vm-74e87422,ap-southeast-1,Success,,10.140.125.58
2026-02-24T11:29:04,user_005,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-d2e8b427,us-east-1,Success,,10.3.81.179
2026-02-24T11:29:39,user_007,put_bucket_policy,/subscriptions/sub-abc/resourceGroups/rg-3d90d0/providers/Microsoft.Compute/virtualMachines/vm-3d90d09b,sa-east-1,Success,,10.57.12.190
2026-02-24T11:29:47,user_010,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-43ce05/providers/Microsoft.Compute/virtualMachines/vm-43ce05d6,sa-east-1,Success,,10.216.174.72
2026-02-24T11:30:04,user_003,assume_role,projects/cloudguard-demo/zones/us-central1-a/instances/instance-6ac5c639,us-east-1,Success,,185.219.36.156
2026-02-24T11:30:29,user_003,launch_instance,i-a08ae1ca4e174374b,ap-east-1,Success,,185.219.36.156
2026-02-24T11:30:36,user_003,create_security_group,projects/cloudguard-demo/zones/us-central1-a/instances/instance-d2e8b427,us-west-2,Success,,185.219.36.156
2026-02-24T11:31:08,user_001,describe_instances,i-fcc08efbe1624085a,us-east-1,Success,,10.71.52.174
2026-02-24T11:31:14,user_008,describe_instances,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,ap-southeast-1,Success,,10.172.52.24
2026-02-24T11:31:19,user_009,describe_security_groups,i-a08ae1ca4e174374b,ap-southeast-1,Success,,10.140.125.58
2026-02-24T11:31:56,user_003,launch_instance,i-a08ae1ca4e174374b,us-east-1,Success,,185.219.36.156
2026-02-24T11:32:07,user_007,assume_role,i-557657492f4c4e868,ap-southeast-1,Success,,10.140.125.58
2026-02-24T11:32:33,user_002,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-9c6bf5/providers/Microsoft.Compute/virtualMachines/vm-9c6bf5d8,us-east-1,Success,,10.15.47.56
2026-02-24T11:32:35,user_004,stop_instance,/subscriptions/sub-abc/resourceGroups/rg-43ce05/providers/Microsoft.Compute/virtualMachines/vm-43ce05d6,eu-west-1,Success,,10.101.214.57
2026-02-24T11:33:39,user_008,stop_instance,i-a5441d6e174544c38,sa-east-1,Success,,10.79.110.246
2026-02-24T11:33:58,user_008,describe_instances,/subscriptions/sub-abc/resourceGroups/rg-cc35ae/providers/Microsoft.Compute/virtualMachines/vm-cc35ae8b,us-east-1,Success,,10.57.12.190
