timestamp,resource_id,cpu_usage,gpu_usage,memory_usage,disk_io,network_in,network_out,cpu_steal,disk_read_iops,disk_write_iops
2026-02-25T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,41.77,0.0,31.2,16.1,4.024,1.697,0.0,10.3,9.9
2026-02-25T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.71,0.0,26.07,15.8,2.752,1.995,0.0,9.6,5.3
2026-02-25T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,25.71,0.0,19.29,7.2,1.961,1.891,0.0,5.0,0
2026-02-25T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.71,0.0,18.12,9.3,2.309,1.62,0.0,3.3,4.6
2026-02-25T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,22.83,0.0,18.41,9.6,1.477,1.482,0.0,7.1,6.4
2026-02-25T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,,0.0,15.63,6.6,2.686,1.079,0.0,4.2,5.6
2026-02-25T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.39,0.0,13.16,0,1.829,0.616,0.0,0.6,0.5
2026-02-25T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.72,0.0,10.48,6.5,1.081,0.187,0.0,3.5,0
2026-02-25T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.27,0.0,6.5,6.1,0.369,0.621,0.0,2.5,3.3
2026-02-25T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.92,0.0,4.29,15.3,0.984,0.497,0.0,5.5,7.5
2026-02-25T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,6.38,0.0,4.19,13.8,1.461,0.316,0.0,7.4,6.2
2026-02-25T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,5.27,0.0,2.0,3.1,0.453,0.179,0.0,0,5.3
2026-02-25T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,7.1,0.0,12.08,18.7,0.064,0.443,0.0,9.5,4.5
2026-02-25T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,8.57,0.0,8.06,2.1,1.032,0.815,0.0,0,0
2026-02-25T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,16.42,0.0,13.69,13.6,0.335,0.811,0.0,12.4,6.5
2026-02-25T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,19.19,0.0,8.86,10.2,1.114,0.974,0.0,7.3,3.1
2026-02-25T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,18.81,0.0,10.43,0,0.926,1.134,0.0,0,0.9
2026-02-25T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,28.83,0.0,21.04,7.8,2.807,1.322,0.0,3.3,6.2
2026-02-25T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,33.26,0.0,25.9,16.4,4.326,1.653,0.0,10.5,6.1
2026-02-25T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,40.5,0.0,35.19,18.3,2.54,1.905,0.0,12.6,4.6
2026-02-26T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,31.66,0.0,15.17,14.4,2.497,1.552,0.0,7.1,3.3
2026-02-26T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,29.99,0.0,22.91,16.0,2.584,1.797,0.0,9.2,9.1
2026-02-26T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,N/A,0.0,22.38,3.1,2.52,1.562,0.0,2.2,1.7
2026-02-26T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,35.15,0.0,22.45,14.2,2.998,2.272,0.0,7.5,4.5
2026-02-26T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,34.79,0.0,19.99,23.1,2.721,1.758,0.0,15.8,11.3
2026-02-26T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.97,0.0,24.98,14.5,1.908,1.642,0.0,7.2,9.8
2026-02-26T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.88,0.0,14.63,12.4,2.747,1.422,0.0,8.3,5.7
2026-02-26T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,20.92,0.0,10.43,17.9,2.06,1.437,0.0,14.3,3.0
2026-02-26T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,22.56,0.0,8.58,3.3,2.612,1.204,0.0,6.0,2.6
2026-02-26T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.02,0.0,10.55,2.9,0.676,0.685,0.0,4.5,0
2026-02-26T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.46,0.0,16.95,6.4,0.664,0.736,0.0,2.5,3.9
2026-02-26T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,11.02,0.0,4.16,3.6,1.762,0.788,0.0,0.9,0
2026-02-26T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,11.91,0.0,7.99,7.8,1.182,0.54,0.0,4.5,4.7
2026-02-26T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,7.49,0.0,8.71,0,0.935,0.339,0.0,0,0
2026-02-26T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,3.63,0.0,6.08,12.8,0.267,0.652,0.0,7.8,2.0
2026-02-26T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,4.61,0.0,3.02,3.3,0.05,0.155,0.0,1.0,0
2026-02-26T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,5.21,0.0,10.9,0.2,0.337,0.05,0.0,2.0,0
2026-02-26T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.78,0.0,10.68,1.6,1.237,0.959,0.0,3.2,0
2026-02-26T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,12.62,0.0,13.87,0,1.42,0.631,0.0,1.1,0
2026-02-26T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,150.0,0.0,7.78,7.6,1.276,0.084,0.0,4.9,1.9
2026-02-26T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.27,0.0,19.2,12.8,1.558,0.962,0.0,4.6,4.4
2026-02-26T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,24.36,0.0,17.82,15.4,2.054,1.229,0.0,9.7,5.5
2026-02-26T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,25.52,0.0,21.26,6.5,2.306,1.711,0.0,3.9,2.5
2026-02-26T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,31.06,0.0,22.41,15.7,1.628,1.801,0.0,11.7,10.8
2026-02-27T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,33.78,0.0,24.18,4.9,2.707,2.272,0.0,3.9,0
2026-02-27T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,29.17,0.0,12.92,7.3,1.643,1.779,0.0,3.9,0.6
2026-02-27T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,36.56,0.0,21.92,10.8,3.584,1.53,0.0,6.7,4.4
2026-02-27T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,40.78,0.0,29.84,13.4,2.659,1.871,0.0,9.5,6.1
2026-02-27T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,36.62,0.0,29.85,15.6,2.666,1.79,0.0,12.4,6.0
2026-02-27T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,32.63,0.0,19.31,14.8,2.953,1.455,0.0,5.1,8.0
2026-02-27T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,26.14,0.0,15.71,10.1,2.621,0.907,0.0,6.2,2.0
2026-02-27T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,28.74,0.0,26.69,15.5,1.313,1.002,0.0,6.7,5.4
2026-02-27T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.51,0.0,19.69,5.5,1.769,1.204,0.0,5.9,1.2
2026-02-27T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,19.6,0.0,12.07,7.0,1.621,0.93,0.0,2.2,4.4
2026-02-27T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,18.84,0.0,14.53,12.2,1.873,1.193,0.0,7.9,5.3
2026-02-27T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.04,0.0,11.11,0,0.717,0.759,0.0,0,0.8
2026-02-27T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.33,0.0,10.2,0.2,1.531,0.666,0.0,0,0
2026-02-27T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,4.67,0.0,5.9,2.2,0.27,0.405,0.0,3.4,3.0
2026-02-27T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,3.59,0.0,2.0,4.8,0.05,0.05,0.0,5.3,1.9
2026-02-27T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,4.29,0.0,7.45,2.4,0.05,0.268,0.0,0.3,3.8
2026-02-27T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.94,0.0,6.11,1.4,0.752,0.381,0.0,0,3.3
2026-02-27T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.97,0.0,13.25,15.5,0.57,1.323,0.0,9.7,4.4
2026-02-27T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,12.41,0.0,10.61,10.4,0.537,0.61,0.0,3.2,8.2
2026-02-27T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,21.31,0.0,10.4,3.4,0.998,0.981,0.0,1.5,0
2026-02-27T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,,0.0,23.15,1.4,1.213,1.025,0.0,2.1,0.1
2026-02-27T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,31.17,0.0,23.27,9.9,2.307,1.723,0.0,3.3,4.6
2026-02-27T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.81,0.0,22.85,14.4,2.652,1.387,0.0,12.1,3.6
2026-02-27T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,38.02,0.0,26.4,16.0,2.658,2.629,0.0,12.3,8.0
2026-02-28T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,22.88,0.0,16.96,0.3,1.568,0.742,0.0,0.4,1.3
2026-02-28T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.85,0.0,15.95,6.8,1.508,0.896,0.0,2.0,2.3
2026-02-28T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.07,0.0,13.02,9.2,1.729,0.925,0.0,6.5,4.0
2026-02-28T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.79,0.0,10.52,12.7,1.714,1.273,0.0,4.4,5.4
2026-02-28T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,25.32,0.0,17.51,11.4,1.978,1.401,0.0,8.2,4.7
2026-02-28T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,21.76,0.0,12.54,7.7,1.656,1.464,0.0,4.3,2.1
2026-02-28T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,20.89,0.0,11.62,3.1,2.127,0.764,0.0,2.3,1.5
2026-02-28T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,17.64,0.0,16.95,2.5,1.205,1.015,0.0,4.0,2.3
2026-02-28T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.53,0.0,11.93,8.7,0.849,0.678,0.0,5.2,3.7
2026-02-28T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,7.88,0.0,6.4,2.4,0.284,0.069,0.0,0,2.3
2026-02-28T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.95,0.0,6.95,3.2,0.299,0.214,0.0,0,1.7
2026-02-28T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,8.96,0.0,5.21,5.3,0.47,0.503,0.0,5.4,2.2
2026-02-28T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,3.97,0.0,2.0,0,0.408,0.665,0.0,0,0
2026-02-28T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,0.1,0.0,2.0,0,0.05,0.05,0.0,0,1.1
2026-02-28T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,0.1,0.0,2.0,2.2,0.097,0.05,0.0,2.8,0.9
2026-02-28T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,0.1,0.0,2.0,0,0.258,0.05,0.0,2.2,0
2026-02-28T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,2.32,0.0,2.0,0,0.701,0.195,0.0,1.4,4.3
2026-02-28T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.27,0.0,9.36,0,0.18,1.589,0.0,0,0
2026-02-28T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.77,0.0,11.59,8.2,0.388,0.769,0.0,4.3,0.9
2026-02-28T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.34,0.0,5.7,7.8,0.838,0.361,0.0,2.8,0
2026-02-28T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.74,0.0,13.13,6.8,0.573,1.239,0.0,1.7,1.0
2026-02-28T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.23,0.0,6.26,9.5,2.406,0.464,0.0,8.6,3.6
2026-02-28T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,14.78,0.0,9.55,6.2,1.363,1.001,0.0,0.9,2.6
2026-02-28T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,16.71,0.0,3.3,9.6,0.988,0.406,0.0,9.7,7.6
2026-03-01T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,18.52,0.0,11.47,5.3,1.826,1.245,0.0,2.9,6.5
2026-03-01T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,20.93,0.0,13.13,3.3,1.734,1.22,0.0,1.5,0
2026-03-01T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,21.33,0.0,22.86,3.9,2.077,1.039,0.0,1.7,3.6
2026-03-01T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,20.29,0.0,20.41,16.8,0.936,0.927,0.0,6.1,9.1
2026-03-01T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.53,0.0,10.82,0,1.156,1.024,0.0,0,0
2026-03-01T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,18.01,0.0,9.4,5.2,1.331,0.545,0.0,1.4,2.6
2026-03-01T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,19.01,0.0,19.42,7.8,1.192,0.855,0.0,4.1,3.0
2026-03-01T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,11.77,0.0,9.96,0,0.484,0.302,0.0,2.3,0
2026-03-01T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.19,0.0,12.03,9.9,0.364,0.434,0.0,4.4,1.8
2026-03-01T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,11.07,0.0,7.26,2.0,0.379,0.456,0.0,0,1.8
2026-03-01T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,6.41,0.0,9.83,8.5,0.05,0.05,0.0,1.9,2.1
2026-03-01T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,7.54,0.0,4.11,2.0,0.05,0.433,0.0,3.8,2.0
2026-03-01T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,13.9,0.0,3.42,11.3,1.101,0.375,0.0,8.4,6.0
2026-03-01T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,4.99,0.0,2.0,4.5,0.05,0.762,0.0,2.2,3.7
2026-03-01T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,6.11,0.0,8.3,3.4,0.05,0.091,0.0,2.8,3.3
2026-03-01T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,1.96,0.0,2.0,5.1,1.259,0.306,0.0,3.0,3.6
2026-03-01T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.17,0.0,7.03,6.6,1.346,0.196,0.0,5.8,1.1
2026-03-01T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.85,0.0,5.11,14.0,0.465,0.542,0.0,9.0,7.5
2026-03-01T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,7.72,0.0,5.87,7.3,0.05,0.215,0.0,4.3,5.8
2026-03-01T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.68,0.0,6.18,0,1.413,0.29,0.0,2.6,0.8
2026-03-01T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,6.52,0.0,4.87,0,0.32,0.849,0.0,0,0
2026-03-01T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.12,0.0,4.48,0,0.092,0.197,0.0,0,0
2026-03-01T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,14.32,0.0,7.57,5.5,0.532,0.859,0.0,2.4,1.3
2026-03-01T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,22.89,0.0,17.44,5.9,2.069,0.369,0.0,0,1.5
2026-03-02T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,32.86,0.0,20.96,16.0,2.888,1.336,0.0,6.5,5.9
2026-03-02T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,37.25,0.0,28.96,12.8,2.916,2.444,0.0,6.8,0
2026-03-02T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,42.63,0.0,29.22,23.2,2.822,2.528,0.0,14.2,6.4
2026-03-02T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,40.09,0.0,26.38,5.4,2.622,2.317,0.0,4.4,3.1
2026-03-02T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,42.46,0.0,31.87,17.3,2.367,1.872,0.0,11.1,8.9
2026-03-02T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.17,0.0,20.4,21.4,2.898,1.972,0.0,12.0,10.7
2026-03-02T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,33.81,0.0,29.13,9.6,3.066,1.939,0.0,2.8,5.8
2026-03-02T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,26.69,0.0,19.1,11.8,1.845,1.216,0.0,5.1,4.9
2026-03-02T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.11,0.0,16.33,18.6,1.477,1.392,0.0,10.0,9.9
2026-03-02T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,21.0,0.0,4.51,12.3,1.3,0.859,0.0,7.8,5.9
2026-03-02T10:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,17.15,0.0,8.75,6.0,0.999,0.491,0.0,3.4,2.7
2026-03-02T11:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.0,0.0,10.82,7.6,1.258,0.964,0.0,4.9,4.4
2026-03-02T12:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,9.81,0.0,4.46,13.8,1.43,1.006,0.0,8.4,6.2
2026-03-02T13:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,8.43,0.0,6.06,2.4,0.984,0.385,0.0,5.0,1.3
2026-03-02T14:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,6.9,0.0,8.5,2.4,0.627,0.433,0.0,0,0.9
2026-03-02T15:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,3.64,0.0,3.46,5.2,0.05,0.457,0.0,3.7,1.9
2026-03-02T16:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,8.16,0.0,2.0,5.0,0.105,0.363,0.0,2.8,0
2026-03-02T17:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,10.84,0.0,5.99,3.3,0.333,0.641,0.0,4.4,2.6
2026-03-02T18:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,15.8,0.0,12.66,0,0.842,0.509,0.0,5.8,0
2026-03-02T19:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,17.52,0.0,11.18,0,1.261,0.701,0.0,0,0
2026-03-02T20:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,21.1,0.0,12.45,5.5,1.344,1.12,0.0,5.2,1.4
2026-03-02T21:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,26.0,0.0,13.42,12.4,2.408,1.178,0.0,8.1,4.6
2026-03-02T22:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.1,0.0,20.13,14.5,3.081,1.785,0.0,6.3,3.6
2026-03-02T23:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,31.05,0.0,21.37,18.3,2.708,1.283,0.0,11.0,3.3
2026-03-03T00:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,33.34,0.0,13.66,10.3,2.291,1.502,0.0,5.5,3.3
2026-03-03T01:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,34.58,0.0,30.91,20.1,3.374,1.386,0.0,8.8,6.4
2026-03-03T02:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,41.01,0.0,20.57,15.7,3.568,1.675,0.0,9.1,9.7
2026-03-03T03:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,36.08,0.0,25.7,10.3,3.2,1.729,0.0,6.1,4.3
2026-03-03T04:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,37.79,0.0,23.43,14.3,2.798,1.986,0.0,8.2,5.7
2026-03-03T05:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,32.07,0.0,19.89,18.7,2.786,1.275,0.0,11.6,4.9
2026-03-03T06:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,30.47,0.0,22.61,10.4,2.819,1.871,0.0,4.8,2.9
2026-03-03T07:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,23.74,0.0,14.11,7.0,2.042,1.192,0.0,2.7,3.5
2026-03-03T08:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,19.99,0.0,10.23,2.6,1.523,0.92,0.0,3.2,2.8
2026-03-03T09:14,projects/cloudguard-demo/zones/us-central1-a/instances/instance-fc0b4f35,17.53,0.0,13.15,11.5,1.666,0.867,0.0,10.2,4.7
